2459690.416	-49.5	0.801
2459691.43928	88.808	0.467
2459696.37097	106.476	0.53
2459697.36516	-128.421	0.724
2459874.72015	-53.345	0.679
2459875.69239	101.449	0.526
2459876.66798	-130.321	0.712
2459900.78306	114.877	0.489
2459901.67965	-90.914	0.527
