 2458876.3638   11.172  0.054
 2458876.5045   17.541  0.057
 2458877.3365   37.703  0.057
 2458877.5078   36.866  0.056
 2458878.3251   11.906  0.056
 2458878.5005    3.905  0.057
 2458879.3307  -32.461  0.054
 2458879.5036  -37.099  0.058
 2458880.3289  -34.505  0.056
 2458880.5186  -28.492  0.062
 










